序号,学校名称
1131,福州大学
1132,福建工程学院
1133,福建农林大学
1134,集美大学
1135,福建医科大学
1136,福建中医药大学
1137,福建师范大学
1138,闽江学院
1139,武夷学院
1140,宁德师范学院
1141,泉州师范学院
1142,闽南师范大学
1143,厦门理工学院
1144,三明学院
1145,龙岩学院
1146,福建商学院
1147,福建警察学院
1148,莆田学院
1149,仰恩大学
1150,厦门医学院
1151,厦门华厦学院
1152,闽南理工学院
1153,泉州职业技术大学
1154,闽南科技学院
1155,福州工商学院
1156,厦门工学院
1157,阳光学院
1158,厦门大学嘉庚学院
1159,福州大学至诚学院
1160,集美大学诚毅学院
1161,福建师范大学协和学院
1162,福州外语外贸学院
1163,福建江夏学院
1164,泉州信息工程学院
1165,福州理工学院
1166,福建农林大学金山学院
1167,福建技术师范学院
1168,福建船政交通职业学院
1169,漳州职业技术学院
1170,闽西职业技术学院
1171,黎明职业大学
1172,福建华南女子职业学院
1173,福州职业技术学院
1174,福建林业职业技术学院
1175,福建信息职业技术学院
1176,福建水利电力职业技术学院
1177,福建电力职业技术学院
1178,厦门海洋职业技术学院
1179,福建农业职业技术学院
1180,福建卫生职业技术学院
1181,泉州医学高等专科学校
1182,福州英华职业学院
1183,泉州纺织服装职业学院
1184,泉州华光职业学院
1185,闽北职业技术学院
1186,福州黎明职业技术学院
1187,厦门演艺职业学院
1188,厦门华天涉外职业技术学院
1189,福州科技职业技术学院
1190,泉州经贸职业技术学院
1191,福建对外经济贸易职业技术学院
1192,湄洲湾职业技术学院
1193,福建生物工程职业技术学院
1194,福建艺术职业学院
1195,福建幼儿师范高等专科学校
1196,厦门城市职业学院
1197,泉州工艺美术职业学院
1198,三明医学科技职业学院
1199,宁德职业技术学院
1200,福州软件职业技术学院
1201,厦门兴才职业技术学院
1202,厦门软件职业技术学院
1203,福建体育职业技术学院
1204,漳州城市职业学院
1205,厦门南洋职业学院
1206,厦门东海职业技术学院
1207,漳州科技职业学院
1208,漳州理工职业学院
1209,武夷山职业学院
1210,漳州卫生职业学院
1211,泉州海洋职业学院
1212,泉州轻工职业学院
1213,厦门安防科技职业学院
1214,泉州幼儿师范高等专科学校
1215,闽江师范高等专科学校
1216,泉州工程职业技术学院
1217,福州墨尔本理工职业学院
1218,南昌大学
1219,华东交通大学
1220,东华理工大学
1221,南昌航空大学
1222,江西理工大学
1223,景德镇陶瓷大学
1224,江西农业大学
1225,江西中医药大学
1226,赣南医学院
1227,江西师范大学
1228,上饶师范学院
1229,宜春学院
1230,赣南师范大学
1231,井冈山大学
1232,江西财经大学
1233,江西科技学院
1234,景德镇学院
1235,萍乡学院
1236,江西科技师范大学
1237,南昌工程学院
1238,江西警察学院
1239,新余学院
1240,九江学院
1241,江西工程学院
1242,南昌理工学院
1243,江西应用科技学院
1244,江西服装学院
1245,南昌职业大学
1246,南昌工学院
1247,南昌大学科学技术学院
1248,南昌大学共青学院
1249,南昌交通学院
1250,赣东学院
1251,南昌航空大学科技学院
1252,赣南科技学院
1253,景德镇艺术职业大学
1254,江西农业大学南昌商学院
1255,南昌医学院
1256,江西师范大学科学技术学院
1257,赣南师范大学科技学院
1258,南昌应用技术师范学院
1259,江西财经大学现代经济管理学院
1260,豫章师范学院
1261,江西软件职业技术大学
1262,南昌师范学院
1263,上饶幼儿师范高等专科学校
1264,抚州幼儿师范高等专科学校
1265,江西工业职业技术学院
1266,江西医学高等专科学校
1267,九江职业大学
1268,九江职业技术学院
1269,江西司法警官职业学院
1270,江西陶瓷工艺美术职业技术学院
1271,江西旅游商贸职业学院
1272,江西电力职业技术学院
1273,江西环境工程职业学院
1274,江西艺术职业学院
1275,鹰潭职业技术学院
1276,江西信息应用职业技术学院
1277,江西交通职业技术学院
1278,江西财经职业学院
1279,江西应用技术职业学院
1280,江西现代职业技术学院
1281,江西工业工程职业技术学院
1282,江西机电职业技术学院
1283,江西科技职业学院
1284,江西外语外贸职业学院
1285,江西工业贸易职业技术学院
1286,宜春职业技术学院
1287,江西应用工程职业学院
1288,江西生物科技职业学院
1289,江西建设职业技术学院
1290,抚州职业技术学院
1291,江西中医药高等专科学校
1292,江西经济管理职业学院
1293,江西制造职业技术学院
1294,江西工程职业学院
1295,江西青年职业学院
1296,上饶职业技术学院
1297,江西航空职业技术学院
1298,江西农业工程职业学院
1299,赣西科技职业学院
1300,江西卫生职业学院
1301,江西新能源科技职业学院
1302,江西枫林涉外经贸职业学院
1303,江西泰豪动漫职业学院
1304,江西冶金职业技术学院
1305,江西管理职业学院
1306,江西传媒职业学院
1307,江西工商职业技术学院
1308,景德镇陶瓷职业技术学院
1309,共青科技职业学院
1310,赣州师范高等专科学校
1311,江西水利职业学院
1312,宜春幼儿师范高等专科学校
1313,吉安职业技术学院
1314,江西洪州职业学院
1315,江西师范高等专科学校
1316,南昌影视传播职业学院
1317,赣南卫生健康职业学院
1318,萍乡卫生职业学院
1319,江西婺源茶业职业学院
1320,赣州职业技术学院
1321,南昌健康职业技术学院
1322,九江理工职业学院
1323,和君职业学院
1324,山东大学
1325,中国海洋大学
1326,山东科技大学
1327,中国石油大学（华东）
1328,青岛科技大学
1329,济南大学
1330,青岛理工大学
1331,山东建筑大学
1332,齐鲁工业大学
1333,山东理工大学
1334,山东农业大学
1335,青岛农业大学
1336,潍坊医学院
1337,山东第一医科大学
1338,滨州医学院
1339,山东中医药大学
1340,济宁医学院
1341,山东师范大学
1342,曲阜师范大学
1343,聊城大学
1344,德州学院
1345,滨州学院
1346,鲁东大学
1347,临沂大学
1348,泰山学院
1349,济宁学院
1350,菏泽学院
1351,山东财经大学
1352,山东体育学院
1353,山东艺术学院
1354,齐鲁医药学院
1355,青岛滨海学院
1356,枣庄学院
1357,山东工艺美术学院
1358,青岛大学
1359,烟台大学
1360,潍坊学院
1361,山东警察学院
1362,山东交通学院
1363,山东工商学院
1364,山东女子学院
1365,烟台南山学院
1366,潍坊科技学院
1367,山东英才学院
1368,青岛恒星科技学院
1369,青岛黄海学院
1370,山东现代学院
1371,山东协和学院
1372,山东工程职业技术大学
1373,烟台理工学院
1374,聊城大学东昌学院
1375,青岛城市学院
1376,潍坊理工学院
1377,山东财经大学燕山学院
1378,山东石油化工学院
1379,山东外国语职业技术大学
1380,泰山科技学院
1381,山东华宇工学院
1382,山东外事职业大学
1383,青岛工学院
1384,青岛农业大学海都学院
1385,齐鲁理工学院
1386,山东财经大学东方学院
1387,烟台科技学院
1388,山东政法学院
1389,齐鲁师范学院
1390,山东青年政治学院
1391,青岛电影学院
1392,山东管理学院
1393,山东农业工程学院
1394,山东医学高等专科学校
1395,菏泽医学专科学校
1396,山东商业职业技术学院
1397,山东电力高等专科学校
1398,日照职业技术学院
1399,曲阜远东职业技术学院
1400,青岛职业技术学院
1401,威海职业学院
1402,山东职业学院
1403,山东劳动职业技术学院
1404,莱芜职业技术学院
1405,济宁职业技术学院
1406,潍坊职业学院
1407,烟台职业学院
1408,东营职业学院
1409,聊城职业技术学院
1410,滨州职业学院
1411,山东科技职业学院
1412,山东服装职业学院
1413,德州科技职业学院
1414,山东力明科技职业学院
1415,山东圣翰财贸职业学院
1416,山东水利职业学院
1417,山东畜牧兽医职业学院
1418,青岛飞洋职业技术学院
1419,东营科技职业学院
1420,山东交通职业学院
1421,淄博职业学院
1422,山东外贸职业学院
1423,青岛酒店管理职业技术学院
1424,山东信息职业技术学院
1425,青岛港湾职业技术学院
1426,山东胜利职业学院
1427,山东经贸职业学院
1428,山东工业职业学院
1429,山东化工职业学院
1430,青岛求实职业技术学院
1431,济南职业学院
1432,烟台工程职业技术学院
1433,潍坊工商职业学院
1434,德州职业技术学院
1435,枣庄科技职业学院
1436,淄博师范高等专科学校
1437,山东中医药高等专科学校
1438,济南工程职业技术学院
1439,山东电子职业技术学院
1440,山东旅游职业学院
1441,山东铝业职业学院
1442,山东杏林科技职业学院
1443,泰山职业技术学院
1444,山东药品食品职业学院
1445,山东商务职业学院
1446,山东轻工职业学院
1447,山东城市建设职业学院
1448,烟台汽车工程职业学院
1449,山东司法警官职业学院
1450,菏泽家政职业学院
1451,山东传媒职业学院
1452,临沂职业学院
1453,枣庄职业学院
1454,山东理工职业学院
1455,山东文化产业职业学院
1456,青岛远洋船员职业学院
1457,济南幼儿师范高等专科学校
1458,济南护理职业学院
1459,泰山护理职业学院
1460,山东海事职业学院
1461,潍坊护理职业学院
1462,潍坊工程职业学院
1463,菏泽职业学院
1464,山东艺术设计职业学院
1465,威海海洋职业学院
1466,山东特殊教育职业学院
1467,烟台黄金职业学院
1468,日照航海工程职业学院
1469,青岛工程职业学院
1470,青岛幼儿师范高等专科学校
1471,烟台幼儿师范高等专科学校
1472,烟台文化旅游职业学院
1473,临沂科技职业学院
1474,青岛航空科技职业学院
1475,潍坊环境工程职业学院
1476,滨州科技职业学院
1477,华北水利水电大学
1478,郑州大学
1479,河南理工大学
1480,郑州轻工业大学
1481,河南工业大学
1482,河南科技大学
1483,中原工学院
1484,河南农业大学
1485,河南科技学院
1486,河南牧业经济学院
1487,河南中医药大学
1488,新乡医学院
1489,河南大学
1490,河南师范大学
1491,信阳师范学院
1492,周口师范学院
1493,安阳师范学院
1494,许昌学院
1495,南阳师范学院
1496,洛阳师范学院
1497,商丘师范学院
1498,河南财经政法大学
1499,郑州航空工业管理学院
1500,黄淮学院
1501,平顶山学院
1502,郑州工程技术学院
1503,洛阳理工学院
1504,新乡学院
1505,信阳农林学院
1506,河南工学院
1507,安阳工学院
1508,河南工程学院
1509,河南财政金融学院
1510,南阳理工学院
1511,河南城建学院
1512,河南警察学院
1513,黄河科技学院
1514,铁道警察学院
1515,郑州科技学院
1516,郑州工业应用技术学院
1517,郑州师范学院
1518,郑州财经学院
1519,黄河交通学院
1520,商丘工学院
1521,河南开封科技传媒学院
1522,中原科技学院
1523,信阳学院
1524,安阳学院
1525,新乡医学院三全学院
1526,新乡工程学院
1527,郑州工商学院
1528,郑州经贸学院
1529,商丘学院
1530,郑州商学院
1531,河南科技职业大学
1532,郑州升达经贸管理学院
1533,郑州西亚斯学院
1534,河南职业技术学院
1535,漯河职业技术学院
1536,三门峡职业技术学院
1537,郑州铁路职业技术学院
1538,开封大学
1539,焦作大学
1540,濮阳职业技术学院
1541,郑州电力高等专科学校
1542,黄河水利职业技术学院
1543,许昌职业技术学院
1544,河南工业和信息化职业学院
1545,河南水利与环境职业学院
1546,商丘职业技术学院
1547,平顶山工业职业技术学院
1548,周口职业技术学院
1549,济源职业技术学院
1550,河南司法警官职业学院
1551,鹤壁职业技术学院
1552,河南工业职业技术学院
1553,郑州澍青医学高等专科学校
1554,焦作师范高等专科学校
1555,河南检察职业学院
1556,河南质量工程职业学院
1557,郑州信息科技职业学院
1558,漯河医学高等专科学校
1559,南阳医学高等专科学校
1560,商丘医学高等专科学校
1561,郑州电子信息职业技术学院
1562,信阳职业技术学院
1563,嵩山少林武术职业学院
1564,郑州工业安全职业学院
1565,永城职业学院
1566,河南经贸职业学院
1567,河南交通职业技术学院
1568,河南农业职业学院
1569,郑州旅游职业学院
1570,郑州职业技术学院
1571,河南信息统计职业学院
1572,河南林业职业学院
1573,河南工业贸易职业学院
1574,郑州电力职业技术学院
1575,河南建筑职业技术学院
1576,漯河食品职业学院
1577,郑州城市职业学院
1578,安阳职业技术学院
1579,新乡职业技术学院
1580,驻马店职业技术学院
1581,焦作工贸职业学院
1582,许昌陶瓷职业学院
1583,郑州理工职业学院
1584,郑州信息工程职业学院
1585,长垣烹饪职业技术学院
1586,开封文化艺术职业学院
1587,河南应用技术职业学院
1588,河南艺术职业学院
1589,河南机电职业学院
1590,河南护理职业学院
1591,许昌电气职业学院
1592,信阳涉外职业技术学院
1593,鹤壁汽车工程职业学院
1594,南阳职业学院
1595,郑州商贸旅游职业学院
1596,河南推拿职业学院
1597,洛阳职业技术学院
1598,郑州幼儿师范高等专科学校
1599,安阳幼儿师范高等专科学校
1600,郑州黄河护理职业学院
1601,河南医学高等专科学校
1602,郑州财税金融职业学院
1603,南阳农业职业学院
1604,洛阳科技职业学院
1605,鹤壁能源化工职业学院
1606,平顶山文化艺术职业学院
1607,濮阳医学高等专科学校
1608,驻马店幼儿师范高等专科学校
1609,三门峡社会管理职业学院
1610,河南轻工职业学院
1611,河南测绘职业学院
1612,信阳航空职业学院
1613,郑州卫生健康职业学院
1614,河南物流职业学院
1615,河南地矿职业学院
1616,郑州亚欧交通职业学院
1617,河南女子职业学院
1618,河南对外经济贸易职业学院
1619,濮阳石油化工职业技术学院
1620,南阳科技职业学院
1621,兰考三农职业学院
1622,汝州职业技术学院
1623,林州建筑职业技术学院
1624,郑州电子商务职业学院
1625,郑州轨道工程职业学院
1626,郑州体育职业学院
1627,洛阳文化旅游职业学院
1628,周口文理职业学院
1629,信阳艺术职业学院
1630,郑州城建职业学院
1631,郑州医药健康职业学院
1632,平顶山职业技术学院
1633,武汉大学
1634,华中科技大学
1635,武汉科技大学
1636,长江大学
1637,武汉工程大学
1638,中国地质大学（武汉）
1639,武汉纺织大学
1640,武汉轻工大学
1641,武汉理工大学
1642,湖北工业大学
1643,华中农业大学
1644,湖北中医药大学
1645,华中师范大学
1646,湖北大学
1647,湖北师范大学
1648,黄冈师范学院
1649,湖北民族大学
1650,汉江师范学院
1651,湖北文理学院
1652,中南财经政法大学
1653,武汉体育学院
1654,湖北美术学院
1655,中南民族大学
1656,湖北汽车工业学院
1657,湖北工程学院
1658,湖北理工学院
1659,湖北科技学院
1660,湖北医药学院
1661,江汉大学
1662,三峡大学
1663,湖北警官学院
1664,荆楚理工学院
1665,武汉音乐学院
1666,湖北经济学院
1667,武汉商学院
1668,武汉东湖学院
1669,汉口学院
1670,武昌首义学院
1671,武昌理工学院
1672,武汉生物工程学院
1673,武汉晴川学院
1674,湖北大学知行学院
1675,武汉城市学院
1676,三峡大学科技学院
1677,武汉文理学院
1678,湖北工业大学工程技术学院
1679,武汉工程大学邮电与信息工程学院
1680,武汉纺织大学外经贸学院
1681,武昌工学院
1682,武汉工商学院
1683,荆州学院
1684,长江大学文理学院
1685,湖北商贸学院
1686,湖北汽车工业学院科技学院
1687,湖北医药学院药护学院
1688,湖北恩施学院
1689,湖北经济学院法商学院
1690,武汉体育学院体育科技学院
1691,湖北师范大学文理学院
1692,湖北文理学院理工学院
1693,湖北工程学院新技术学院
1694,文华学院
1695,武汉学院
1696,武汉工程科技学院
1697,武汉华夏理工学院
1698,武汉传媒学院
1699,武汉设计工程学院
1700,湖北第二师范学院
1701,武汉职业技术学院
1702,黄冈职业技术学院
1703,长江职业学院
1704,荆州理工职业学院
1705,湖北工业职业技术学院
1706,鄂州职业大学
1707,武汉城市职业学院
1708,湖北职业技术学院
1709,武汉船舶职业技术学院
1710,恩施职业技术学院
1711,襄阳职业技术学院
1712,武汉工贸职业学院
1713,荆州职业技术学院
1714,武汉工程职业技术学院
1715,仙桃职业学院
1716,湖北轻工职业技术学院
1717,湖北交通职业技术学院
1718,湖北中医药高等专科学校
1719,武汉航海职业技术学院
1720,武汉铁路职业技术学院
1721,武汉软件工程职业学院
1722,湖北三峡职业技术学院
1723,随州职业技术学院
1724,武汉电力职业技术学院
1725,湖北水利水电职业技术学院
1726,湖北城市建设职业技术学院
1727,武汉警官职业学院
1728,湖北生物科技职业学院
1729,湖北开放职业学院
1730,武汉科技职业学院
1731,武汉外语外事职业学院
1732,武汉信息传播职业技术学院
1733,武昌职业学院
1734,武汉商贸职业学院
1735,湖北艺术职业学院
1736,武汉交通职业学院
1737,咸宁职业技术学院
1738,长江工程职业技术学院
1739,江汉艺术职业学院
1740,武汉民政职业学院
1741,湖北黄冈应急管理职业技术学院
1742,湖北财税职业学院
1743,黄冈科技职业学院
1744,湖北国土资源职业学院
1745,湖北生态工程职业技术学院
1746,三峡电力职业学院
1747,湖北科技职业学院
1748,湖北青年职业学院
1749,湖北工程职业学院
1750,三峡旅游职业技术学院
1751,天门职业学院
1752,湖北体育职业学院
1753,襄阳汽车职业技术学院
1754,湖北幼儿师范高等专科学校
1755,湖北铁道运输职业学院
1756,武汉海事职业学院
1757,长江艺术工程职业学院
1758,荆门职业学院
1759,武汉铁路桥梁职业学院
1760,武汉光谷职业学院
1761,湖北健康职业学院
1762,湖北孝感美珈职业学院
1763,湘潭大学
1764,吉首大学
1765,湖南大学
1766,中南大学
1767,湖南科技大学
1768,长沙理工大学
1769,湖南农业大学
1770,中南林业科技大学
1771,湖南中医药大学
1772,湖南师范大学
1773,湖南理工学院
1774,湘南学院
1775,衡阳师范学院
1776,邵阳学院
1777,怀化学院
1778,湖南文理学院
1779,湖南科技学院
1780,湖南人文科技学院
1781,湖南工商大学
1782,南华大学
1783,长沙医学院
1784,长沙学院
1785,湖南工程学院
1786,湖南城市学院
1787,湖南工学院
1788,湖南财政经济学院
1789,湖南警察学院
1790,湖南工业大学
1791,湖南女子学院
1792,湖南第一师范学院
1793,湖南医药学院
1794,湖南涉外经济学院
1795,湘潭大学兴湘学院
1796,湖南工业大学科技学院
1797,湖南科技大学潇湘学院
1798,南华大学船山学院
1799,湘潭理工学院
1800,湖南师范大学树达学院
1801,湖南农业大学东方科技学院
1802,中南林业科技大学涉外学院
1803,湖南文理学院芙蓉学院
1804,湖南理工学院南湖学院
1805,衡阳师范学院南岳学院
1806,湖南工程学院应用技术学院
1807,湖南中医药大学湘杏学院
1808,吉首大学张家界学院
1809,长沙理工大学城南学院
1810,长沙师范学院
1811,湖南应用技术学院
1812,湖南信息学院
1813,湖南交通工程学院
1814,湖南软件职业技术大学
1815,湘中幼儿师范高等专科学校
1816,长沙民政职业技术学院
1817,湖南工业职业技术学院
1818,株洲师范高等专科学校
1819,湖南信息职业技术学院
1820,湖南税务高等专科学校
1821,湖南冶金职业技术学院
1822,长沙航空职业技术学院
1823,湖南大众传媒职业技术学院
1824,永州职业技术学院
1825,湖南铁道职业技术学院
1826,湖南科技职业学院
1827,湖南生物机电职业技术学院
1828,湖南交通职业技术学院
1829,湖南商务职业技术学院
1830,湖南体育职业学院
1831,湖南工程职业技术学院
1832,保险职业学院
1833,湖南外贸职业学院
1834,湖南网络工程职业学院
1835,邵阳职业技术学院
1836,湖南司法警官职业学院
1837,长沙商贸旅游职业技术学院
1838,湖南环境生物职业技术学院
1839,湖南邮电职业技术学院
1840,湘潭医卫职业技术学院
1841,郴州职业技术学院
1842,娄底职业技术学院
1843,张家界航空工业职业技术学院
1844,长沙环境保护职业技术学院
1845,湖南艺术职业学院
1846,湖南机电职业技术学院
1847,长沙职业技术学院
1848,怀化职业技术学院
1849,岳阳职业技术学院
1850,常德职业技术学院
1851,长沙南方职业学院
1852,潇湘职业学院
1853,湖南化工职业技术学院
1854,湖南城建职业技术学院
1855,湖南石油化工职业技术学院
1856,湖南中医药高等专科学校
1857,湖南民族职业学院
1858,湘西民族职业技术学院
1859,湖南财经工业职业技术学院
1860,益阳职业技术学院
1861,湖南工艺美术职业学院
1862,湖南九嶷职业技术学院
1863,湖南理工职业技术学院
1864,湖南汽车工程职业学院
1865,长沙电力职业技术学院
1866,湖南水利水电职业技术学院
1867,湖南现代物流职业技术学院
1868,湖南高速铁路职业技术学院
1869,湖南铁路科技职业技术学院
1870,湖南安全技术职业学院
1871,湖南电气职业技术学院
1872,湖南外国语职业学院
1873,益阳医学高等专科学校
1874,湖南都市职业学院
1875,湖南电子科技职业学院
1876,湖南国防工业职业技术学院
1877,湖南高尔夫旅游职业学院
1878,湖南工商职业学院
1879,湖南三一工业职业技术学院
1880,长沙卫生职业学院
1881,湖南食品药品职业学院
1882,湖南有色金属职业技术学院
1883,湖南吉利汽车职业技术学院
1884,湖南幼儿师范高等专科学校
1885,湘南幼儿师范高等专科学校
1886,湖南劳动人事职业学院
1887,怀化师范高等专科学校
1888,永州师范高等专科学校
1889,衡阳幼儿师范高等专科学校
1890,长沙幼儿师范高等专科学校
1891,中山大学
1892,暨南大学
1893,汕头大学
1894,华南理工大学
1895,华南农业大学
1896,广东海洋大学
1897,广州医科大学
1898,广东医科大学
1899,广州中医药大学
1900,广东药科大学
1901,华南师范大学
1902,韶关学院
1903,惠州学院
1904,韩山师范学院
1905,岭南师范学院
1906,肇庆学院
1907,嘉应学院
1908,广州体育学院
1909,广州美术学院
1910,星海音乐学院
1911,广东技术师范大学
1912,深圳大学
1913,广东财经大学
1914,广东白云学院
1915,广州大学
1916,广州航海学院
1917,广东警官学院
1918,仲恺农业工程学院
1919,五邑大学
1920,广东金融学院
1921,电子科技大学中山学院
1922,广东石油化工学院
1923,东莞理工学院
1924,广东工业大学
1925,广东外语外贸大学
1926,佛山科学技术学院
1927,广东培正学院
1928,南方医科大学
1929,广东东软学院
1930,广州城市理工学院
1931,广州软件学院
1932,广州南方学院
1933,广东外语外贸大学南国商学院
1934,广州华商学院
1935,湛江科技学院
1936,华南农业大学珠江学院
1937,广州理工学院
1938,北京师范大学珠海分校
1939,广州华立学院
1940,广州应用科技学院
1941,广州商学院
1942,北京理工大学珠海学院
1943,珠海科技学院
1944,广州工商学院
1945,广州科技职业技术大学
1946,广东科技学院
1947,广东理工学院
1948,广东工商职业技术大学
1949,东莞城市学院
1950,广州新华学院
1951,广东第二师范学院
1952,南方科技大学
1953,深圳技术大学
1954,北京师范大学-香港浸会大学联合国际学院
1955,香港中文大学（深圳）
1956,深圳北理莫斯科大学
1957,广东以色列理工学院
1958,顺德职业技术学院
1959,广东轻工职业技术学院
1960,广东交通职业技术学院
1961,广东水利电力职业技术学院
1962,潮汕职业技术学院
1963,深圳职业技术学院
1964,广东南华工商职业学院
1965,私立华联学院
1966,广州民航职业技术学院
1967,广州番禺职业技术学院
1968,广东松山职业技术学院
1969,广东农工商职业技术学院
1970,广东新安职业技术学院
1971,佛山职业技术学院
1972,广东科学技术职业学院
1973,广东食品药品职业学院
1974,广州康大职业技术学院
1975,珠海艺术职业学院
1976,广东行政职业学院
1977,广东体育职业技术学院
1978,广东职业技术学院
1979,广东建设职业技术学院
1980,广东女子职业技术学院
1981,广东机电职业技术学院
1982,广东岭南职业技术学院
1983,汕尾职业技术学院
1984,罗定职业技术学院
1985,阳江职业技术学院
1986,河源职业技术学院
1987,广东邮电职业技术学院
1988,汕头职业技术学院
1989,揭阳职业技术学院
1990,深圳信息职业技术学院
1991,清远职业技术学院
1992,广东工贸职业技术学院
1993,广东司法警官职业学院
1994,广东亚视演艺职业学院
1995,广东省外语艺术职业学院
1996,广东文艺职业学院
1997,广州体育职业技术学院
1998,广州工程技术职业学院
1999,中山火炬职业技术学院
2000,江门职业技术学院
2001,茂名职业技术学院
2002,珠海城市职业技术学院
2003,广州涉外经济职业技术学院
2004,广州南洋理工职业学院
2005,惠州经济职业技术学院
2006,肇庆医学高等专科学校
2007,广州现代信息工程职业技术学院
2008,广东理工职业学院
2009,广州华南商贸职业学院
2010,广州华立科技职业学院
2011,广州城市职业学院
2012,广东工程职业技术学院
2013,广州铁路职业技术学院
2014,广东科贸职业学院
2015,广州科技贸易职业学院
2016,中山职业技术学院
2017,广州珠江职业技术学院
2018,广州松田职业学院
2019,广东文理职业学院
2020,广州城建职业学院
2021,东莞职业技术学院
2022,广东南方职业学院
2023,广州华商职业学院
2024,广州华夏职业学院
2025,广东环境保护工程职业学院
2026,广东青年职业学院
2027,广州东华职业学院
2028,广东创新科技职业学院
2029,广东舞蹈戏剧职业学院
2030,惠州卫生职业技术学院
2031,广东信息工程职业学院
2032,广东生态工程职业学院
2033,惠州城市职业学院
2034,广东碧桂园职业学院
2035,广东茂名健康职业学院
2036,广东酒店管理职业技术学院
2037,广东茂名幼儿师范专科学校
2038,广州卫生职业技术学院
2039,惠州工程职业学院
2040,广东江门中医药职业学院
2041,广东茂名农林科技职业学院
2042,广东江门幼儿师范高等专科学校
2043,广东财贸职业学院
2044,广州幼儿师范高等专科学校
2045,广东汕头幼儿师范高等专科学校
2046,广东梅州职业技术学院
2047,广东潮州卫生健康职业学院
2048,广东云浮中医药职业学院
2049,广东肇庆航空职业学院
2050,湛江幼儿师范专科学校
2051,广西大学
2052,广西科技大学
2053,桂林电子科技大学
2054,桂林理工大学
2055,广西医科大学
2056,右江民族医学院
2057,广西中医药大学
2058,桂林医学院
2059,广西师范大学
2060,南宁师范大学
2061,广西民族师范学院
2062,河池学院
2063,玉林师范学院
2064,广西艺术学院
2065,广西民族大学
2066,百色学院
2067,梧州学院
2068,广西科技师范学院
2069,广西财经学院
2070,南宁学院
2071,北部湾大学
2072,桂林航天工业学院
2073,桂林旅游学院
2074,贺州学院
2075,广西警察学院
2076,北海艺术设计学院
2077,广西农业职业技术大学
2078,柳州工学院
2079,广西民族大学相思湖学院
2080,桂林学院
2081,南宁师范大学师园学院
2082,广西中医药大学赛恩斯新医药学院
2083,桂林信息科技学院
2084,南宁理工学院
2085,广西外国语学院
2086,北京航空航天大学北海学院
2087,广西城市职业大学
2088,广西职业师范学院
2089,桂林生命与健康职业技术学院
2090,广西机电职业技术学院
2091,广西体育高等专科学校
2092,南宁职业技术学院
2093,广西水利电力职业技术学院
2094,桂林师范高等专科学校
2095,广西职业技术学院
2096,柳州职业技术学院
2097,广西生态工程职业技术学院
2098,广西交通职业技术学院
2099,广西工业职业技术学院
2100,广西国际商务职业技术学院
2101,柳州铁道职业技术学院
2102,广西建设职业技术学院
2103,广西现代职业技术学院
2104,北海职业学院
2105,桂林山水职业学院
2106,广西经贸职业技术学院
2107,广西工商职业技术学院
2108,广西演艺职业学院
2109,广西电力职业技术学院
2110,广西英华国际职业学院
2111,柳州城市职业学院
2112,百色职业学院
2113,广西工程职业学院
2114,广西理工职业技术学院
2115,梧州职业学院
2116,广西经济职业学院
2117,广西幼儿师范高等专科学校
2118,广西科技职业学院
2119,广西卫生职业技术学院
2120,广西培贤国际职业学院
2121,广西金融职业技术学院
2122,广西中远职业学院
2123,玉柴职业技术学院
2124,广西蓝天航空职业学院
2125,广西安全工程职业技术学院
2126,广西自然资源职业技术学院
2127,钦州幼儿师范高等专科学校
2128,梧州医学高等专科学校
2129,广西制造工程职业技术学院
2130,广西物流职业技术学院
2131,防城港职业技术学院
2132,广西信息职业技术学院
2133,广西农业工程职业技术学院
2134,北海康养职业学院
2135,崇左幼儿师范高等专科学校
2136,海南大学
2137,海南热带海洋学院
2138,海南师范大学
2139,海南医学院
2140,海口经济学院
2141,琼台师范学院
2142,三亚学院
2143,海南科技职业大学
2144,海南职业技术学院
2145,三亚城市职业学院
2146,海南软件职业技术学院
2147,海南政法职业学院
2148,海南外国语职业学院
2149,海南经贸职业技术学院
2150,海南工商职业学院
2151,三亚航空旅游职业学院
2152,三亚理工职业学院
2153,海南体育职业技术学院
2154,三亚中瑞酒店管理职业学院
2155,海南健康管理职业技术学院
2156,海南卫生健康职业学院
2157,重庆大学
2158,重庆邮电大学
2159,重庆交通大学
2160,重庆医科大学
2161,西南大学
2162,重庆师范大学
2163,重庆文理学院
2164,重庆三峡学院
2165,长江师范学院
2166,四川外国语大学
2167,西南政法大学
2168,四川美术学院
2169,重庆科技学院
2170,重庆理工大学
2171,重庆工商大学
2172,重庆机电职业技术大学
2173,重庆工程学院
2174,重庆城市科技学院
2175,重庆警察学院
2176,重庆人文科技学院
2177,重庆外语外事学院
2178,重庆对外经贸学院
2179,重庆财经学院
2180,重庆工商大学派斯学院
2181,重庆移通学院
2182,重庆第二师范学院
2183,重庆航天职业技术学院
2184,重庆电力高等专科学校
2185,重庆工业职业技术学院
2186,重庆三峡职业学院
2187,重庆工贸职业技术学院
2188,重庆电子工程职业学院
2189,重庆海联职业技术学院
2190,重庆信息技术职业学院
2191,重庆传媒职业学院
2192,重庆城市管理职业学院
2193,重庆工程职业技术学院
2194,重庆建筑科技职业学院
2195,重庆城市职业学院
2196,重庆水利电力职业技术学院
2197,重庆工商职业学院
2198,重庆应用技术职业学院
